"Município";"De 0 a 4 anos";"De 5 a 9 anos";"De 10 a 14 anos";"De 15 a 19 anos";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"310520 Bandeira";157;217;239;217;201;187;183;187;177;155;161;123;114;90;69;50;60;2587
"310530 Bandeira do Sul";162;201;260;260;242;204;218;204;215;184;176;122;109;84;62;50;42;2795
"310540 Barão de Cocais";1075;1124;1343;1293;1356;1347;1198;1023;941;974;856;620;406;284;203;137;160;14340
"310550 Barão de Monte Alto";190;218;238;243;228;197;177;179;189;203;174;168;136;111;94;68;87;2900
"310560 Barbacena";3966;4288;5107;5561;5356;5025;4838;4503;4562;4394;3992;2986;2380;1666;1216;749;738;61327
"310570 Barra Longa";169;211;255;252;219;185;201;201;205;231;225;178;163;125;102;73;82;3077
"310590 Barroso";683;777;812;845;871;800;760;716;735;716;554;439;332;267;199;131;100;9737
"310600 Bela Vista de Minas";389;425;453;436;416;418;383;314;343;340;291;168;175;127;96;90;49;4913
"310610 Belmiro Braga";117;131;151;145;102;106;116;117;164;148;96;87;78;67;52;45;33;1755
"310620 Belo Horizonte";71389;77670;87599;92222;107757;112292;103667;85631;79682;76331;67316;52758;40524;29402;21744;14709;14452;1135145
"310630 Belo Oriente";930;986;1246;1146;1055;1047;965;863;774;650;562;490;335;267;209;161;159;11845
"310640 Belo Vale";228;253;318;319;277;295;260;274;298;286;252;208;202;131;113;65;70;3849
"310650 Berilo";446;548;711;767;697;546;464;400;415;331;288;240;195;116;114;65;64;6407
"310665 Berizal";192;197;210;211;217;198;161;143;121;126;131;96;76;59;41;18;30;2227
"310660 Bertópolis";214;236;244;222;201;192;168;149;154;134;94;92;78;98;67;38;46;2427
"310670 Betim";15128;15998;18313;17993;18274;18274;17277;14673;13581;11274;9913;7123;4563;3056;2083;1292;1167;189982
"310680 Bias Fortes";112;155;169;151;137;128;121;174;154;139;137;128;102;79;48;33;41;2008
"310690 Bicas";397;465;531;578;525;548;467;427;432;467;476;373;309;231;189;139;126;6680
"310700 Biquinhas";59;83;99;89;106;63;93;88;119;98;97;89;79;66;52;40;28;1348
"310710 Boa Esperança";1331;1584;1801;1908;1695;1514;1344;1306;1266;1287;1276;983;711;561;439;307;330;19643
"310720 Bocaina de Minas";137;176;220;200;207;189;226;192;223;218;172;156;106;89;79;41;56;2687
"310730 Bocaiúva";1856;2188;2369;2373;2378;2012;1795;1572;1589;1430;1168;933;721;552;378;263;242;23819
"310740 Bom Despacho";1473;1762;2043;2075;2073;1922;1730;1628;1708;1677;1387;1091;818;629;481;304;264;23065
"310750 Bom Jardim de Minas";189;231;296;272;210;218;222;260;250;239;218;187;144;130;101;74;69;3310
"310760 Bom Jesus da Penha";104;171;172;173;147;155;148;150;162;162;126;113;83;75;58;21;41;2061
"310770 Bom Jesus do Amparo";198;223;257;278;252;227;223;136;180;168;149;123;116;92;49;43;48;2762
"310780 Bom Jesus do Galho";551;610;759;681;597;573;557;538;521;540;447;393;347;278;236;179;166;7973
"310790 Bom Repouso";388;415;480;452;474;431;489;425;381;396;338;263;220;151;111;74;61;5549
"310800 Bom Sucesso";504;650;751;747;656;614;667;629;626;673;568;436;373;295;213;140;174;8716
"310810 Bonfim";173;220;265;263;196;226;238;281;295;264;223;215;189;161;124;77;77;3487
"310820 Bonfinópolis de Minas";202;241;292;304;251;200;205;210;209;218;175;130;123;94;73;45;59;3031
"310825 Bonito de Minas";466;552;629;581;444;420;313;286;273;223;197;190;142;126;102;82;64;5090
"310830 Borda da Mata";509;575;659;664;740;739;616;664;653;656;576;478;382;312;245;193;180;8841
"310840 Botelhos";498;504;646;592;586;605;582;553;509;505;522;431;349;235;204;157;140;7618
"310850 Botumirim";277;377;419;399;331;255;210;202;173;189;169;151;117;70;49;34;36;3458
"310870 Brás Pires";132;188;229;243;135;131;153;180;191;160;145;108;116;80;85;40;50;2366
"310855 Brasilândia de Minas";682;780;814;767;666;671;541;490;502;388;369;292;176;155;103;76;54;7526
"310860 Brasília de Minas";1191;1347;1586;1721;1422;1316;1169;990;994;917;735;627;540;455;370;236;276;15892
"310880 Braúnas";132;210;248;230;185;178;176;151;163;174;132;121;88;97;86;75;68;2514
"310890 Brazópolis";452;565;668;676;539;515;576;567;490;513;463;398;365;262;197;165;166;7577
"310900 Brumadinho";1140;1291;1510;1465;1521;1412;1419;1341;1289;1218;1042;800;682;471;319;230;203;17353
"310910 Bueno Brandão";347;353;437;441;451;426;430;454;416;421;401;319;284;214;160;115;101;5770
"310920 Buenópolis";331;400;482;530;523;429;411;348;320;309;248;229;204;190;138;92;81;5265
"310925 Bugre";131;170;187;192;152;147;142;150;140;138;106;102;71;74;64;62;43;2071
"310930 Buritis";996;1218;1215;1134;958;970;940;807;724;664;519;467;380;287;228;144;124;11775
"310940 Buritizeiro";1226;1358;1409;1443;1272;1142;1149;888;834;717;616;557;408;307;215;132;117;13790
"310945 Cabeceira Grande";278;325;376;320;232;242;263;258;265;196;169;155;127;83;68;58;43;3458
"310950 Cabo Verde";511;506;527;674;759;708;620;574;542;497;469;363;278;176;173;130;88;7595
"310960 Cachoeira da Prata";113;119;148;138;143;108;146;140;126;124;116;82;79;66;46;29;28;1751
"310970 Cachoeira de Minas";405;436;489;469;435;407;430;402;413;428;386;326;275;196;170;102;108;5877
"310270 Cachoeira de Pajeú";373;419;483;427;358;329;323;290;295;273;243;180;191;137;123;70;87;4601
"310980 Cachoeira Dourada";106;110;115;98;116;74;88;98;90;102;65;50;46;31;31;23;35;1278
"310990 Caetanópolis";331;313;474;507;465;420;350;359;418;386;343;262;204;135;116;68;63;5214
"311000 Caeté";1477;1528;1782;1751;1672;1808;1654;1411;1366;1345;1134;971;758;577;456;264;254;20208
"311010 Caiana";205;220;240;254;222;206;200;210;165;184;141;120;74;61;54;42;36;2634
"311020 Cajuri";132;158;214;182;188;179;153;128;136;141;150;103;76;83;47;41;48;2159
"311030 Caldas";430;437;535;514;511;473;502;519;524;560;489;426;358;293;204;154;163;7092
"311040 Camacho";89;132;129;147;138;145;154;117;117;108;104;91;79;61;42;25;20;1698
"311050 Camanducaia";767;811;953;922;915;972;918;795;803;713;647;518;465;306;254;157;147;11063
"311060 Cambuí";748;879;1058;1020;1148;1138;1048;1030;946;936;815;759;585;434;412;257;269;13482
"311070 Cambuquira";374;477;580;592;533;463;400;411;429;421;420;345;301;196;154;127;120;6343
"311080 Campanário";116;176;206;170;129;131;105;131;131;109;89;65;54;57;44;24;32;1769
"311090 Campanha";532;644;732;727;696;621;561;534;554;509;495;396;282;236;158;111;124;7912
"311100 Campestre";712;744;930;880;831;802;812;812;821;805;699;589;503;355;281;199;192;10967
"311110 Campina Verde";573;645;793;786;743;745;727;661;786;747;651;558;465;416;275;205;220;9996
"311115 Campo Azul";149;193;238;195;122;129;126;121;113;123;90;100;83;60;61;44;42;1989
"311120 Campo Belo";1581;1848;2070;1959;2107;2077;2030;1877;1720;1735;1673;1461;1086;823;615;478;488;25628
"311130 Campo do Meio";404;490;513;505;433;426;447;412;423;409;418;334;224;165;137;115;86;5941
"311140 Campo Florido";319;319;365;325;299;348;304;279;237;240;196;138;123;72;82;55;44;3745
"311150 Campos Altos";531;621;659;655;680;691;617;572;498;431;405;347;228;154;145;77;87;7398
"311160 Campos Gerais";1000;1182;1377;1220;1090;1094;1122;1056;998;976;852;685;552;421;301;206;205;14337
"311190 Cana Verde";164;212;218;240;227;246;210;217;167;178;195;196;148;102;76;63;55;2914
"311170 Canaã";137;152;192;215;198;202;177;184;189;171;130;120;99;74;59;61;59;2419
"311180 Canápolis";412;387;500;474;625;618;554;442;396;418;311;265;202;188;119;79;109;6099
"311200 Candeias";391;468;552;577;646;590;590;551;585;511;508;493;352;254;213;158;161;7600
"311205 Cantagalo";179;177;206;247;195;155;144;146;109;108;88;94;79;44;41;36;38;2086
"311210 Caparaó";215;274;293;252;255;262;229;198;198;139;136;130;80;46;41;29;23;2800
"311220 Capela Nova";128;163;218;178;172;158;180;159;205;188;138;131;93;80;64;59;65;2379
"311230 Capelinha";1526;1743;2019;1827;1700;1490;1396;1184;1052;911;745;603;431;322;248;138;147;17482
"311240 Capetinga";267;305;312;325;321;340;300;237;253;206;201;221;177;118;90;77;63;3813
"311250 Capim Branco";298;388;391;413;398;368;355;298;291;311;260;213;140;129;93;62;92;4500
"311260 Capinópolis";577;609;635;664;652;639;651;571;580;530;427;366;291;265;218;151;146;7972
"311265 Capitão Andrade";224;220;226;220;184;157;164;145;151;159;127;126;111;80;62;50;57;2463
"311270 Capitão Enéas";621;764;842;882;680;587;475;445;466;397;339;230;192;145;137;62;78;7342
"311280 Capitólio";259;286;338;338;320;326;314;351;299;327;290;242;187;111;87;86;84;4245
"311290 Caputira";410;425;456;426;402;372;350;314;302;282;246;193;146;130;113;73;89;4729
"311300 Caraí";1063;1256;1275;1229;1031;899;724;600;622;549;503;464;336;314;269;196;189;11519
"311310 Caranaíba";102;136;171;171;127;123;106;111;104;138;101;94;63;50;54;34;22;1707
"311320 Carandaí";781;896;1040;1132;1023;988;871;817;877;836;746;578;423;297;209;137;131;11782
"311330 Carangola";1021;1172;1366;1379;1335;1310;1164;1056;1071;1104;1015;834;686;482;403;284;317;15999
"311340 Caratinga";3157;3547;3898;3669;3639;3535;3473;3041;2879;2623;2280;1947;1426;1100;940;683;648;42485
"311350 Carbonita";338;401;489;542;387;384;338;323;336;308;236;188;152;129;100;64;55;4770
"311360 Careaçu";222;244;287;297;255;237;230;258;242;195;229;157;116;113;77;63;60;3282
"311370 Carlos Chagas";688;785;950;946;859;752;742;711;687;614;581;471;384;332;289;170;238;10199
"311380 Carmésia";94;117;130;102;100;77;94;84;78;87;57;66;48;41;27;17;24;1243
"311390 Carmo da Cachoeira";511;491;572;617;479;491;420;409;412;374;374;292;225;144;114;86;76;6087
"311400 Carmo da Mata";327;401;504;472;414;460;420;421;435;387;331;248;238;154;144;103;100;5559
"311410 Carmo de Minas";576;586;681;664;615;609;492;454;451;446;395;320;252;167;128;93;95;7024
"311420 Carmo do Cajuru";711;749;933;893;899;855;833;784;761;696;550;443;392;268;206;118;133;10224
"311430 Carmo do Paranaíba";971;1058;1328;1338;1197;1237;1187;1191;1175;1098;962;761;611;443;321;227;240;15345
"311440 Carmo do Rio Claro";701;768;875;883;858;861;859;793;764;784;632;547;473;311;243;176;158;10686
"311450 Carmópolis de Minas";543;682;803;758;780;733;724;662;649;591;547;396;365;212;198;168;120;8931
"311455 Carneirinho";280;348;385;392;436;421;391;411;349;326;285;253;218;160;124;86;94;4959
"311460 Carrancas";130;159;175;189;146;138;133;138;134;147;139;125;84;65;67;49;33;2051
"311470 Carvalhópolis";114;126;164;129;109;110;114;113;129;116;122;105;80;62;52;47;46;1738
"311480 Carvalhos";112;136;199;210;184;173;149;146;207;179;175;132;117;93;65;48;57;2382
"311490 Casa Grande";65;91;109;100;93;107;86;99;82;68;67;38;52;41;34;19;24;1175
"311500 Cascalho Rico";110;89;131;99;107;109;129;122;118;107;99;72;84;73;44;30;35;1558
"311510 Cássia";594;693;743;773;702;686;641;617;575;601;557;540;414;304;251;133;146;8970
"311530 Cataguases";2069;2332;2760;2888;2907;2775;2796;2458;2566;2631;2347;1845;1382;1069;860;601;586;34872
"311535 Catas Altas";172;216;251;212;199;180;220;197;188;149;126;91;86;56;39;29;26;2437
"311540 Catas Altas da Noruega";114;142;181;181;154;147;138;130;131;96;88;82;70;56;32;21;30;1793
"311545 Catuji";320;358;412;398;309;250;210;197;199;174;144;127;95;80;69;48;36;3426
"311547 Catuti";218;266;315;289;202;185;181;179;169;165;125;119;84;70;60;27;24;2678
"311550 Caxambu";694;819;928;943;784;850;789;741;700;752;671;571;439;384;262;195;211;10733
"311560 Cedro do Abaeté";38;48;59;66;30;32;41;66;34;49;36;39;31;22;24;16;10;641
"311570 Central de Minas";226;266;290;283;253;220;252;229;229;231;185;172;143;140;107;71;67;3364
"311580 Centralina";359;372;456;403;480;396;418;372;373;362;306;264;235;191;161;106;100;5354
"311590 Chácara";79;99;134;125;95;99;91;83;104;124;101;79;60;53;54;34;24;1438
"311600 Chalé";201;222;257;235;245;254;235;189;176;197;177;165;97;77;63;60;66;2916
"311610 Chapada do Norte";653;820;905;900;843;671;532;441;383;324;283;258;204;137;122;63;52;7591
"311615 Chapada Gaúcha";542;600;637;621;623;570;408;323;268;268;204;211;149;118;83;66;52;5743
"311620 Chiador";90;110;105;104;109;93;91;91;95;110;96;78;72;49;39;24;23;1379
"311630 Cipotânea";212;254;327;327;315;270;256;222;236;242;170;119;137;101;85;81;59;3413
"311640 Claraval";159;193;198;212;202;190;175;144;151;155;175;147;117;80;58;32;28;2416
"311650 Claro dos Poções";285;309;348;412;372;300;293;280;293;264;219;183;133;121;110;68;52;4042
"311660 Cláudio";958;1032;1078;1147;1260;1238;1210;1050;943;840;707;577;427;300;237;176;159;13339
"311670 Coimbra";218;300;314;272;258;292;278;247;267;249;238;177;152;101;98;67;85;3613
"311680 Coluna";361;440;514;461;424;341;342;290;297;242;194;164;146;140;105;58;52;4571
"311690 Comendador Gomes";113;115;111;114;142;178;138;110;108;129;102;71;66;46;31;22;24;1620
"311700 Comercinho";299;379;438;459;330;301;277;237;290;257;220;204;162;156;111;91;94;4305
"311710 Conceição da Aparecida";365;420;404;394;416;405;403;369;380;338;306;260;198;142;117;96;92;5105
"311520 Conceição da Barra de Minas";115;151;193;193;179;162;165;145;166;145;115;97;83;65;56;40;34;2104
"311730 Conceição das Alagoas";1011;981;1029;1022;1302;1270;1072;926;839;767;598;483;344;236;170;116;116;12282
"311720 Conceição das Pedras";78;101;120;119;116;135;108;108;137;96;92;88;54;44;34;29;40;1499
"311740 Conceição de Ipanema";164;159;178;183;150;152;150;189;167;173;157;124;89;84;73;43;51;2286
"311750 Conceição do Mato Dentro";704;892;940;1002;790;694;617;574;560;482;455;422;303;239;203;148;153;9178
"311760 Conceição do Pará";189;198;224;216;219;206;203;212;182;171;152;151;120;86;75;46;54;2704
"311770 Conceição do Rio Verde";489;536;608;588;544;496;474;447;457;436;401;321;250;227;173;101;91;6639
"311780 Conceição dos Ouros";379;405;464;496;439;444;425;424;387;361;350;249;196;131;117;66;82;5415
"311783 Cônego Marinho";276;367;408;426;318;272;238;225;190;185;165;146;144;120;71;59;68;3678
"311787 Confins";203;251;277;277;242;245;252;244;217;205;167;124;90;70;52;33;30;2979
"311790 Congonhal";344;388;408;398;421;482;449;440;421;390;349;278;242;195;137;86;85;5513
"311800 Congonhas";1712;1814;2154;2249;2327;2294;2001;1660;1782;1646;1475;1097;746;498;364;269;204;24292
"311810 Congonhas do Norte";194;262;283;273;188;184;197;157;130;121;116;104;100;74;60;55;36;2534
"311820 Conquista";195;273;259;316;272;306;255;240;223;232;196;190;141;101;71;54;56;3380
"311830 Conselheiro Lafaiete";3851;4064;4696;5043;5526;5534;4786;3961;3887;3990;3641;2848;2049;1438;950;622;585;57471
"311840 Conselheiro Pena";830;907;1111;1043;864;753;727;750;705;663;602;523;452;332;274;203;227;10966
"311850 Consolação";53;70;74;69;56;63;68;54;74;59;64;48;50;33;35;21;15;906
"311860 Contagem";20893;22102;24975;25600;28667;30092;28125;23634;21755;19004;16784;12532;9050;6270;4342;2584;2115;298524
"311870 Coqueiral";302;375;421;411;377;328;323;337;315;322;312;268;196;126;147;75;86;4721
"311880 Coração de Jesus";1063;1140;1295;1443;1172;1092;978;900;901;798;656;539;466;373;275;177;169;13437
"311890 Cordisburgo";241;301;354;432;404;361;357;313;311;301;275;230;193;155;125;100;70;4523
"311900 Cordislândia";141;154;161;152;129;139;115;132;135;106;102;92;87;63;39;34;21;1802
"311910 Corinto";846;991;1107;1095;973;939;810;799;765;788;741;598;464;353;300;196;221;11986
"311920 Coroaci";338;448;593;526;445;399;356;323;318;315;304;242;169;194;151;108;96;5325
"311930 Coromandel";881;995;1126;1127;1103;1131;1074;1072;1193;1054;927;791;630;447;317;184;172;14224
"311940 Coronel Fabriciano";3625;3963;4581;4484;4747;4676;4243;3613;3434;3313;3030;2362;1615;1141;948;618;606;50999
"311950 Coronel Murta";329;400;477;468;414;423;330;297;288;280;265;209;150;121;131;91;77;4750
"311960 Coronel Pacheco";90;98;125;137;118;120;121;92;123;130;102;73;70;52;34;30;30;1545
"311970 Coronel Xavier Chaves";107;118;129;138;120;126;147;119;119;136;99;79;84;54;45;30;26;1676
"311980 Córrego Danta";103;133;129;137;122;116;106;121;128;132;137;117;107;93;65;46;31;1823
"311990 Córrego do Bom Jesus";111;109;145;145;137;116;122;127;146;148;126;137;124;98;89;50;56;1986
"311995 Córrego Fundo";164;233;237;249;245;257;294;221;239;226;173;148;102;89;82;51;30;3040
"312000 Córrego Novo";122;131;128;137;118;115;115;102;90;105;91;102;70;44;40;31;46;1587
"312010 Couto de Magalhães de Minas";171;174;235;240;188;150;154;144;138;134;108;85;64;65;36;33;24;2143
"312015 Crisólita";254;312;329;320;257;245;213;194;207;168;131;105;108;103;90;49;51;3136
"312020 Cristais";442;430;465;420;538;531;463;423;377;362;345;305;234;204;147;93;97;5876
"312030 Cristália";287;364;407;348;321;233;182;172;140;122;105;93;68;45;27;31;23;2968
"312040 Cristiano Otoni";182;230;235;241;215;203;235;175;185;163;116;131;98;53;52;29;20;2563
"312050 Cristina";311;389;478;445;469;392;404;396;383;372;329;263;224;177;123;86;85;5326
"312060 Crucilândia";148;185;201;183;170;193;167;198;217;171;145;135;110;78;83;42;52;2478
"312070 Cruzeiro da Fortaleza";181;187;172;182;166;143;145;160;165;131;106;87;73;45;47;26;32;2048
"312080 Cruzília";433;536;659;672;599;565;483;517;590;520;476;360;294;220;204;143;109;7380
"312083 Cuparaque";190;210;247;216;201;180;171;171;153;148;141;107;87;59;45;36;35;2397
"312087 Curral de Dentro";311;376;391;359;316;270;271;214;230;164;160;141;106;100;70;41;49;3569
"312090 Curvelo";2508;3115;3360;3463;3328;3039;2678;2624;2624;2374;2019;1622;1254;970;804;567;496;36845
"312100 Datas";209;243;280;303;233;177;167;165;178;147;136;107;83;57;50;27;40;2602
"312110 Delfim Moreira";263;307;398;391;341;305;276;324;329;322;257;240;149;129;101;55;82;4269
"312120 Delfinópolis";215;283;347;303;243;282;271;271;266;251;233;195;143;125;80;49;62;3619
"312125 Delta";423;374;349;395;598;534;519;376;263;218;164;143;97;64;47;26;31;4621
"312130 Descoberto";150;165;193;210;198;214;184;146;167;171;147;141;110;77;74;49;58;2454
"312140 Desterro de Entre Rios";203;251;280;298;273;306;262;243;260;253;231;187;170;138;119;88;75;3637
"312150 Desterro do Melo";89;106;120;127;120;107;134;124;113;118;104;86;73;46;42;32;35;1576
"312160 Diamantina";1642;1910;2288;2464;2299;1935;1667;1527;1484;1403;1112;840;649;518;388;272;276;22674
"312170 Diogo de Vasconcelos";120;170;192;197;143;102;118;144;126;120;113;103;89;74;55;50;51;1967
"312180 Dionísio";275;308;360;416;371;385;282;314;296;319;253;192;168;145;111;84;102;4381
"312190 Divinésia";132;128;138;152;149;131;115;110;110;121;119;71;58;39;49;26;36;1684
"312200 Divino";746;980;888;871;785;761;728;659;642;640;549;503;328;258;207;164;160;9869
"312210 Divino das Laranjeiras";178;196;241;264;176;157;166;151;195;153;133;115;100;103;64;55;61;2508
"312220 Divinolândia de Minas";296;299;382;463;309;265;212;194;208;209;165;146;119;87;74;51;68;3547
"312230 Divinópolis";6656;7373;8645;8916;9829;9474;9123;8221;7757;7622;6550;4980;3786;2538;1936;1281;1144;105831
"312235 Divisa Alegre";268;370;305;315;272;240;213;190;183;155;116;94;81;54;53;26;28;2963
"312240 Divisa Nova";243;255;281;266;239;216;228;195;192;193;174;135;124;93;92;58;59;3043
"312245 Divisópolis";376;411;449;466;455;426;348;320;316;267;206;197;154;111;106;64;80;4752
"312247 Dom Bosco";133;197;189;220;152;159;136;129;149;137;120;108;71;63;44;21;35;2063
"312250 Dom Cavati";170;210;266;225;204;161;175;145;165;142;151;134;120;88;88;64;78;2586
"312260 Dom Joaquim";152;197;225;236;177;150;159;153;122;154;118;101;86;74;70;42;50;2266
"312270 Dom Silvério";136;162;220;209;165;162;174;180;190;213;152;123;108;107;87;69;80;2537
"312280 Dom Viçoso";76;95;136;124;88;117;106;133;127;125;117;73;75;68;57;29;27;1573
"312290 Dona Eusébia";201;233;274;287;255;238;231;235;231;223;201;143;102;79;54;55;55;3097
"312300 Dores de Campos";291;340;360;407;366;397;344;362;362;364;320;254;202;125;94;64;53;4705
"312310 Dores de Guanhães";183;257;266;258;184;155;196;173;175;195;152;118;86;84;79;57;42;2660
"312320 Dores do Indaiá";374;496;618;615;436;460;462;448;501;524;406;380;321;254;238;142;173;6848
"312330 Dores do Turvo";115;180;210;229;169;131;165;158;158;178;152;130;109;83;76;47;49;2339
"312340 Doresópolis";52;58;60;62;44;55;55;80;51;55;54;39;35;22;12;15;10;759
"312350 Douradoquara";59;53;69;92;79;65;67;87;68;72;51;57;71;36;34;17;11;988
"312352 Durandé";308;349;387;383;349;353;266;235;248;243;197;150;119;68;81;47;56;3839
"312360 Elói Mendes";919;1000;1100;1052;1055;1061;992;874;877;869;775;618;529;375;269;187;173;12725
"312370 Engenheiro Caldas";392;459;578;499;407;366;361;307;325;286;256;226;181;131;111;81;92;5058
"312380 Engenheiro Navarro";282;300;393;368;314;277;250;241;234;240;210;168;127;104;70;66;40;3684
"312385 Entre Folhas";164;219;234;231;222;174;190;171;180;190;143;135;91;75;83;54;63;2619
"312390 Entre Rios de Minas";459;496;607;609;620;576;581;501;561;489;420;343;303;246;178;111;109;7209
